,time,BlkCnt,CapMrktCurUSD,DiffMean,FeeMeanUSD,FlowInExUSD,HashRate,NDF,ROI30d
523,2017-01-03,6035,849080608.770277,80544805734305.7,0.0085059407315529,3911398.80017703,5.62710414385718,0.805281738459,29.740885808567
524,2017-01-04,6141,969490486.072231,87318226210637.5,0.00862908672901,7586439.41073497,6.21057281622355,0.805911701559,64.3810944000039
525,2017-01-05,6091,895904836.752673,90095806751431.0,0.0071862962802551,6659899.36300666,6.35189987516022,0.806026179078,31.4747255137142
526,2017-01-06,6009,887551255.657045,91836668487685.9,0.0072397887538918,3575202.45017435,6.38730657969759,0.806060353313,21.1892301789282
527,2017-01-07,6108,870242054.276235,93445343692935.9,0.0068674841679736,2312869.625643,6.60590260143492,0.805948013963,20.0922191116563
528,2017-01-08,6074,915629496.741101,94533533369415.0,0.0080681212451561,1959456.2506298,6.64662400176507,0.80555501658,22.9165543203942
529,2017-01-09,6082,909487900.108257,97381935320019.4,0.0080604493816694,3364398.96239719,6.85448530183045,0.805289773734,27.6163955400371
530,2017-01-10,6030,932945952.889047,98721760527685.6,0.0085393586505135,2227915.73673768,6.89224375813677,0.804373019159,29.1464917733291
531,2017-01-11,6047,875683301.268867,99095850029331.6,0.0076377488555027,1867305.42662096,6.93971678918316,0.804532574295,17.0313533324938
532,2017-01-12,6056,858414629.704978,99976126609117.5,0.0071633252790315,1784545.91590488,7.0075642652537,0.804443071895,16.1973028551991
533,2017-01-13,6106,862306520.618885,101355721747079.0,0.0069076553676142,1835749.58312041,7.16234742705911,0.80426632161,19.0916463748873
534,2017-01-14,6067,859612829.586306,102517316098553.0,0.0066843794007541,1908613.22840851,7.19931973574387,0.803630361125,25.1687403531722
535,2017-01-15,6085,868057839.857904,103641292599489.0,0.0070891694944873,740327.957791278,7.30602303635081,0.802683922864,25.6298721148834
536,2017-01-16,6052,845696016.994671,104133864756425.0,0.0068908235439046,1123400.83711752,7.300675661184,0.802987521467,23.3022549891657
537,2017-01-17,6002,901437040.842535,103816767069136.0,0.0086526652480121,3300138.31203179,7.21270282464906,0.802962071345,29.545100186297
538,2017-01-18,6065,901595153.283425,102052589982064.0,0.0077356554145427,1349456.0223068,7.16689333454433,0.802011275975,34.584392346096
539,2017-01-19,6158,918904274.650808,107183579592373.0,0.0074849398243587,1731549.86897909,7.63913158714454,0.801983080016,36.8362925284595
540,2017-01-20,5963,938280233.938075,106856886296551.0,0.0078290967051028,2815243.28538729,7.37806036156061,0.801617197267,34.9928236992835
541,2017-01-21,6046,966052307.073007,108357960842584.0,0.0077627589880388,1538421.21572774,7.58217239603449,0.80174794672,44.545356318255
542,2017-01-22,6065,943647549.084901,108810664546340.0,0.0080719981045916,2154608.43747922,7.63831114337155,0.80087391744,49.3529144543693
543,2017-01-23,6048,952337800.465421,111109182382571.0,0.0082073543182528,1692781.52893819,7.77887771346506,0.800903580707,49.1000494318339
544,2017-01-24,6037,930373392.240208,109884574767561.0,0.0086110606311779,1379001.81741662,7.67985842824557,0.800614924995,46.4447062316914
545,2017-01-25,6010,927823928.141365,110021194029928.0,0.0085815776542889,1361293.244687,7.65829178502481,0.800047944955,45.2053538774897
546,2017-01-26,6081,938091370.146605,111653829501810.0,0.0082682790251698,1661347.45030471,7.85730321733146,0.799345054672,48.5357660397692
547,2017-01-27,5985,930319849.704691,112706725971328.0,0.0079771903778799,1443584.27367328,7.80833408447479,0.798663462634,38.1775214237191
548,2017-01-28,6063,933280283.941555,111597251690472.0,0.0077950930490503,759581.434089455,7.83342642798996,0.798670035281,27.2358189729462
549,2017-01-29,5960,927521736.328978,110677229211401.0,0.0075593755347671,1423303.90802044,7.63534243523514,0.798094273745,27.6928727372112
550,2017-01-30,6094,935313767.636853,110965361382403.0,0.007646706780176,1587189.3583928,7.82971960004382,0.797985817224,30.1859669604519
551,2017-01-31,6018,946855933.474581,112736655847623.0,0.0078510767825885,3195590.01690255,7.85238879257226,0.798025651989,30.9156793553527
552,2017-02-01,6009,948670666.49975,111556529192168.0,0.009175944117511,2907662.91892997,7.75811863951735,0.797785847836,27.9807394566007
553,2017-02-02,6047,958313854.069098,113889569670481.0,0.008784301336698,2738430.95369456,7.97489475959517,0.797697165122,11.657582729279
554,2017-02-03,5990,970086247.169084,112321071569066.0,0.0087239232822114,5012716.44459263,7.78622486980886,0.797271889164,-1.00758275521454
555,2017-02-04,6078,1009303514.38831,112664982859162.0,0.0082744835111481,3569566.11549004,7.92509839840645,0.797531447185,11.4543434758814
556,2017-02-05,6077,996236825.726674,118162521609510.0,0.008417454771496,870681.476279061,8.31457783297298,0.797472851622,11.0469744983141
557,2017-02-06,6050,1004766785.31627,119233553917492.0,0.008595025398904,3624170.46854409,8.34985491267349,0.798066475343,14.2262151852538
558,2017-02-07,5998,1018444293.63854,119408174053679.0,0.0102029602548952,2392485.02993788,8.28933543009843,0.797894367267,10.0425655526256
559,2017-02-08,6067,1011171375.17363,120240442078090.0,0.0097549634893336,1988272.28435138,8.44432441847406,0.79749773765,9.99500044311874
560,2017-02-09,6029,975072955.297761,121112629599502.0,0.0093390166272903,2586692.69531169,8.45826785024211,0.796456506516,3.40153471931971
561,2017-02-10,6040,1009454713.73809,124420881945009.0,0.0100660702751938,2483509.35429612,8.69911901805991,0.796407073335,14.0480654176821
562,2017-02-11,6038,1019594588.27453,124729199351362.0,0.0094946101562465,2250160.61139076,8.71657648790515,0.795758534353,17.5114166301756
563,2017-02-12,6059,1018199564.21544,126459688067867.0,0.010203451904175,1833365.53432756,8.86979183192434,0.79560510645,16.8216518935659
564,2017-02-13,6070,1011910575.46133,127522698743437.0,0.0125021502915446,1389821.24816537,8.96152542407446,0.795942642906,16.4640147258104
565,2017-02-14,6023,1163834165.52997,129976242976874.0,0.0111926212485907,10500558.222244,9.06457440395064,0.797189186447,32.6471057809475
566,2017-02-15,6089,1157151603.22191,129591212074362.0,0.0212970428148706,6776531.73826373,9.13328354412625,0.798931684716,35.3730003903077
567,2017-02-16,6052,1146107251.2339,129993838998710.0,0.0101714323491479,4088110.92238766,9.10777189580492,0.798977480455,25.7900795182265
568,2017-02-17,6012,1136612293.46742,133277880902089.0,0.0100440523430563,2409783.13262941,9.27581213067872,0.799960883291,24.7269565070098
569,2017-02-18,5999,1148051805.28896,135014381784089.0,0.0116592331678092,1768095.91633018,9.37906097704467,0.799722207101,23.6109350185961
570,2017-02-19,6019,1145172938.66494,137218543477856.0,0.0096840424259698,2949192.91822939,9.55964430841769,0.799209902723,20.7549945604982
571,2017-02-20,6015,1131408155.14959,137087282838474.0,0.0103930832499801,3126413.84908705,9.54923692307473,0.799315488345,15.8744184762233
572,2017-02-21,6052,1141644060.13449,140243765787063.0,0.0120302793070426,4477866.79155898,9.82773427344284,0.799575163662,19.6994830769301
573,2017-02-22,5968,1135099181.27011,140527985903206.0,0.0128820875407041,3039433.88355928,9.71049635663417,0.799262159919,17.9283607170604
574,2017-02-23,6019,1181718142.04294,139771216949726.0,0.0120703580164819,1711634.76687634,9.74030111749427,0.798577519454,25.670882196035
575,2017-02-24,6011,1175382796.42221,140244204595928.0,0.010072866629677,8212620.63581664,9.75812343268417,0.800810448833,25.3413071780456
576,2017-02-25,6039,1217544494.95054,142921795594387.0,0.0114459191453688,2506035.87953349,9.99064336338269,0.799809585202,28.4171232041472
577,2017-02-26,6089,1308449669.20415,147403117786423.0,0.0111620603489206,3098182.18433843,10.3868210827198,0.799794972961,39.1573521730121
578,2017-02-27,5988,1398004736.33043,150763135535358.0,0.013392095345056,18125116.5814445,10.4504856080188,0.799387149057,48.2111860544833
579,2017-02-28,6107,1398191982.89944,154531298158778.0,0.0132345187604176,11283782.6182246,10.9225706015662,0.798598096093,49.1506603166816
580,2017-03-01,5958,1542746538.03679,152609645840701.0,0.0158702446883551,8492349.02918527,10.5241330401364,0.797309676361,63.201892128246
581,2017-03-02,6061,1716599067.96976,152750437756725.0,0.0148859685725389,16088389.8986817,10.7182119031744,0.797233417175,79.3797815171356
582,2017-03-03,6006,1757450213.65885,160218262503819.0,0.0141854544058953,16518955.6941543,11.1399238859671,0.796947444519,83.2980547701866
583,2017-03-04,5985,1671256102.73956,158696202661515.0,0.013521043214391,7843558.02171962,10.997418405421,0.797582751752,72.5553147873347
584,2017-03-05,6073,1727044186.12829,163957070615673.0,0.0147010441252903,2927759.75066789,11.5240057504817,0.797267307828,76.1515302128974
585,2017-03-06,5977,1766127908.9916,166364756871466.0,0.014309218364079,6929598.4210369,11.5112923577742,0.797167987565,73.140344925071
586,2017-03-07,5978,1686876788.89385,165932786170024.0,0.013184488511492,7991716.93152147,11.4826594606844,0.795976263172,67.5416866825585
587,2017-03-08,6016,1493874892.69185,170548353459047.0,0.0121403919706027,7155003.39562892,11.877781398638,0.795462105877,47.1140530506427
588,2017-03-09,5928,1594768445.7136,173893501620974.0,0.0137831177670911,5770185.45875179,11.9378565616604,0.794726170942,54.9424738695357
589,2017-03-10,5953,1719271982.85751,172946116683500.0,0.0163658081755439,13197128.0835925,11.9206884206526,0.797407182718,68.2421707344355
590,2017-03-11,6002,1922988334.13936,175150964854876.0,0.0158725858247257,17120714.3795246,12.1658518923805,0.797445259438,95.1448727469935
591,2017-03-12,5919,2082717895.1389,177744901361972.0,0.0169076239025588,12850604.0016404,12.1804829405175,0.798043791242,104.157793991847
592,2017-03-13,6040,2561271464.36775,180234563886082.0,0.0266741778228746,45177632.6953759,12.5991032678325,0.796425606209,148.57185645622
593,2017-03-14,5961,2564983820.23945,179844868676514.0,0.0277123861728484,10071286.8635438,12.4145867189254,0.794297293427,149.275111124704
594,2017-03-15,5986,3113327509.02602,184131837909602.0,0.0274584321453602,20391610.3745693,12.7629426943803,0.792812677904,204.44807777993
595,2017-03-16,5990,4021927576.79838,185854482499220.0,0.0347782705851208,83686789.3991005,12.8872248287947,0.79619372923,241.960128237475
596,2017-03-17,6046,3965061130.26937,192810181596648.0,0.0368161187670557,63194540.0542464,13.4926727220835,0.795793800852,239.072857148631
597,2017-03-18,5991,2898055978.72793,197600563820070.0,0.0216999619435048,26159524.0222611,13.7055774861595,0.794434367504,150.216991663252
598,2017-03-19,5950,3897274382.01936,190867062702114.0,0.0292050747322076,16600132.9195127,13.1521915839236,0.79273465617,239.302555630625
599,2017-03-20,6066,3762262884.56267,199408455948148.0,0.0296772793416079,17959513.0936041,14.005608269936,0.791608384813,224.284003729783
600,2017-03-21,5957,3815016949.04086,199630954421502.0,0.0322997492863258,12100254.8632953,13.7633490899822,0.791567817411,229.659873878031
601,2017-03-22,6008,3708347621.93405,201632478166423.0,0.0314641806795656,17716409.3707552,14.0223241875234,0.789844520213,224.34221964005
602,2017-03-23,5914,3884476666.00757,210879379315990.0,0.0319232345740289,16018886.499633,14.4360675406994,0.788961503074,236.703644561354
603,2017-03-24,5913,4772758716.42622,210999646759843.0,0.0442431725274254,35967482.0647014,14.4498877727295,0.789405430563,316.086861014294
604,2017-03-25,5962,4519342712.61233,211204752176514.0,0.0345256918953958,20389108.9752965,14.577060111664,0.787727371354,278.453125003129
605,2017-03-26,5981,4541036125.21412,221174912282082.0,0.0368063164615229,16988380.9893921,15.3186316517859,0.787118029287,282.321195384781
606,2017-03-27,5951,4403754322.95156,231656619439153.0,0.0401485068428547,15798748.796671,15.9546819805417,0.787061479569,257.927635597022
607,2017-03-28,5900,4529340011.25958,229548649836160.0,0.0380321929265944,20757762.4938846,15.6739916356087,0.786203137889,242.564687782482
608,2017-03-29,5988,4777984559.4846,232979944812621.0,0.0394470478902153,16341192.0664755,16.1504634878675,0.784409901954,238.222319613098
609,2017-03-30,5910,4678802761.58053,236982475458293.0,0.0383118711924744,15597620.7469819,16.2110816902218,0.784009003661,231.162146679378
610,2017-03-31,5971,4517351664.44344,240138785731439.0,0.037559932898866,29620333.7676951,16.6054155419782,0.784811905227,189.776620997755
611,2017-04-01,5926,4577936949.36184,239048359912160.0,0.0359973273069725,17217656.3168319,16.3972485179044,0.78402191744,163.924854075096
612,2017-04-02,5846,4408595269.03614,242037399679020.0,0.0363521763469315,26299556.1063783,16.3764061852348,0.783269393489,148.257436206792
613,2017-04-03,5979,3988028234.00325,225777719718997.0,0.0329252807499914,29607501.1705041,15.623869430356,0.783562025,136.157522926873
614,2017-04-04,5932,3999277754.56409,240588165762570.0,0.0333138339874416,18869861.1078606,16.5203465294858,0.782490554671,129.175771504703
615,2017-04-05,5986,4101276939.6247,246279464732203.0,0.0354383755361994,18871802.5058281,17.062748552106,0.782811668544,129.820461807743
616,2017-04-06,5880,3911303985.18898,248619327505941.0,0.0333342145685088,16403859.0684858,16.9239046651702,0.782563681612,129.47383177897
617,2017-04-07,5946,3840293151.69534,249574617569975.0,0.0330960696310202,12660818.4225276,17.1762763243905,0.781913528511,154.418028528024
