,time,BlkCnt,DiffMean,FeeMeanUSD,FlowInExUSD,HashRate,NDF,PriceUSD,ROI30d
1455,-0.75643164,0.7238095238095238,6.926581493708275e-08,0.00017553884149026108,1.8575897945665775e-05,7.1844614326706e-08,0.416080019008,13.4555072215079,0.30247745490159705
1456,-0.7557613,-0.22857142857142856,6.926581493708275e-08,0.00017258827246348265,9.888691724196522e-06,6.121671279908683e-08,0.41603396677,13.3740038603156,0.2311787104969225
1457,-0.7550911,0.6095238095238096,6.926581493708275e-08,0.00017121705597239516,1.5846617084688948e-05,7.056926614339177e-08,0.416103085134,13.445013798948,0.224797668867572
1458,-0.75442076,0.3047619047619048,6.926581493708275e-08,0.0001791202230826734,1.9440691568598076e-05,6.716833765455354e-08,0.414263073607,13.5455524436002,0.25008789093449507
1459,-0.75375044,0.45714285714285713,6.926581493708275e-08,0.00017572494235071863,4.689444693858819e-06,6.886880189897252e-08,0.414952440017,13.3313714219755,0.21952304992424135
1460,-0.7530801,0.11428571428571428,6.926581493708275e-08,0.00017916997190199678,1.4384875942155923e-05,6.504275734902981e-08,0.41528536684,13.2806068129749,0.16044776328930027
1461,-0.7524099,0.45714285714285713,6.926581493708275e-08,0.00019524026644361113,1.7132325559476287e-05,6.886880189897252e-08,0.414465383694,13.3840811484512,-0.0030495434497582376
1462,-0.75173956,0.11428571428571428,6.926581493708275e-08,0.00017552628492251872,1.820437763343358e-05,6.504275734902981e-08,0.414824774347,13.4517211496201,0.028690280362930098
1463,-0.75106925,-0.34285714285714286,6.926581493708275e-08,0.00017497148081607538,2.62949310412871e-05,5.99413646157726e-08,0.414960756762,13.459406766803,-0.011388583942424911
1464,-0.75039893,-0.19047619047619047,6.926581493708275e-08,0.0002351514670410038,9.293503439752352e-06,6.164182886019158e-08,0.41527634144,13.5044965078901,0.00012387098181129485
1465,-0.7497287,0.6857142857142857,6.926581493708275e-08,0.0001991729960995827,2.903856334015283e-05,7.141949826560127e-08,0.415068760585,13.5560616578025,0.007366242745120677
1466,-0.74905837,-0.6476190476190476,7.270971558973296e-08,0.00018996000650352174,2.574428081144526e-05,5.9351630148914085e-08,0.413339032538,13.7803506312098,0.10355923536600051
1467,-0.74838805,-0.7619047619047619,7.554031886588363e-08,0.0001721487394052166,1.6083424121651602e-05,6.027132387317281e-08,0.411395189453,13.8209552565751,0.0759287326157657
1468,-0.74771774,-0.11428571428571428,7.554031886588363e-08,0.0006789366385484102,2.493046413435181e-05,6.81529585335106e-08,0.411208510395,14.12317285564,0.11980050505809112
